Soil_Type,Farm_Area_acres,Water_Availability_L_per_week,Irrigation_Type,Fertilizer_Used_kg,Season,Rainfall_mm,Temperature_C,Soil_pH,Crop
Loamy,1.84,597,Sprinkler,156,Rabi,707,22,6.4,Wheat
Sandy,4.25,701,Rainfed,43,Summer,443,29,8.1,Tomato
Peaty,8.1,1116,Drip,91,Kharif,987,29,7.7,Rice
Sandy,8.11,1198,Rainfed,84,Summer,897,25,6.5,Onion
Clay,7.74,1052,Drip,98,Rabi,157,20,7.5,Rice
Silty,8.85,864,Sprinkler,20,Rabi,322,38,6.1,Onion
Peaty,8.17,250,Flood,73,Rabi,239,32,6.2,Tomato
Silty,6.1,755,Rainfed,101,Summer,831,38,8.4,Onion
Silty,6.57,614,Rainfed,163,Summer,786,27,6.4,Onion
Clay,8.04,555,Flood,169,Rabi,1122,30,7.4,Wheat
Loamy,7.59,775,Flood,138,Rabi,398,35,6.0,Wheat
Peaty,8.74,448,Flood,127,Kharif,223,20,7.1,Maize
Silty,1.14,879,Rainfed,46,Summer,1191,29,5.7,Onion
Loamy,0.59,943,Rainfed,139,Rabi,446,24,7.6,Wheat
Sandy,5.51,1038,Rainfed,189,Kharif,790,27,5.9,Maize
Sandy,9.27,1465,Sprinkler,191,Summer,230,18,6.3,Onion
Clay,9.5,1440,Drip,163,Summer,1082,22,6.7,Rice
Loamy,4.57,1083,Sprinkler,189,Summer,177,35,6.6,Tomato
Sandy,6.94,368,Sprinkler,111,Rabi,662,32,7.6,Pulses
Peaty,4.74,461,Sprinkler,152,Summer,1074,28,7.9,Onion
Peaty,6.36,948,Drip,135,Rabi,533,20,7.4,Pulses
Clay,7.23,1396,Flood,141,Summer,640,19,7.8,Rice
Clay,9.73,1018,Sprinkler,103,Summer,484,26,7.9,Rice
Clay,2.76,951,Sprinkler,176,Kharif,272,37,5.8,Rice
Loamy,1.95,246,Flood,162,Kharif,657,23,6.5,Rice
Peaty,8.82,870,Rainfed,164,Kharif,168,28,6.4,Maize
Silty,7.76,924,Rainfed,159,Summer,856,26,6.3,Onion
Clay,7.75,642,Drip,196,Rabi,697,18,6.5,Rice
Sandy,8.1,629,Drip,67,Rabi,362,28,7.6,Rice
Clay,1.56,255,Rainfed,121,Rabi,508,23,6.9,Maize
Sandy,1.54,812,Sprinkler,58,Summer,595,33,5.7,Tomato
Loamy,7.02,952,Sprinkler,172,Kharif,117,22,7.7,Cotton
Peaty,8.87,636,Rainfed,23,Kharif,681,21,6.3,Cotton
Silty,5.39,664,Sprinkler,53,Summer,406,38,6.4,Onion
Silty,6.24,1389,Drip,90,Summer,775,18,7.8,Tomato
Loamy,5.56,698,Flood,85,Summer,387,33,6.0,Tomato
Peaty,5.2,1405,Flood,172,Summer,599,18,6.6,Onion
Silty,0.55,603,Drip,150,Rabi,1093,22,5.8,Tomato
Peaty,4.54,991,Flood,69,Summer,965,24,5.9,Onion
Peaty,5.75,1488,Sprinkler,75,Kharif,167,26,8.0,Cotton
Sandy,1.56,941,Sprinkler,172,Rabi,676,29,8.3,Pulses
Clay,1.87,799,Flood,53,Summer,456,31,6.3,Tomato
Peaty,3.84,405,Sprinkler,166,Summer,319,29,5.5,Tomato
Peaty,6.62,1193,Drip,153,Rabi,653,25,5.7,Rice
Peaty,3.38,1326,Rainfed,94,Rabi,656,24,7.6,Rice
Peaty,9.52,721,Rainfed,177,Rabi,235,18,5.9,Pulses
Silty,9.29,909,Sprinkler,98,Summer,528,23,6.4,Onion
Sandy,4.3,821,Drip,145,Summer,323,26,5.9,Tomato
Loamy,7.73,960,Rainfed,163,Rabi,1184,21,7.4,Wheat
Silty,3.33,1043,Sprinkler,109,Rabi,956,25,8.1,Sugarcane
Clay,1.12,608,Sprinkler,149,Summer,779,21,7.0,Onion
Silty,4.51,611,Flood,173,Rabi,283,32,6.1,Onion
Clay,3.68,575,Flood,94,Rabi,482,26,5.6,Tomato
Loamy,6.08,258,Flood,145,Summer,598,19,6.3,Onion
Silty,7.72,357,Sprinkler,191,Summer,104,36,5.8,Tomato
Peaty,7.52,876,Flood,129,Rabi,344,28,6.7,Pulses
Sandy,9.31,747,Drip,146,Kharif,528,37,6.6,Rice
Silty,0.98,1170,Sprinkler,21,Summer,175,32,5.9,Onion
Silty,2.97,723,Rainfed,32,Rabi,355,32,6.3,Tomato
Sandy,8.04,261,Sprinkler,88,Summer,417,37,7.4,Pulses
Clay,8.57,1378,Rainfed,24,Rabi,1038,32,8.3,Rice
Peaty,4.84,1326,Rainfed,144,Kharif,483,23,8.2,Maize
Clay,7.41,834,Sprinkler,75,Kharif,869,18,5.9,Cotton
Loamy,4.54,1366,Rainfed,139,Summer,119,23,7.5,Onion
Silty,4.22,1144,Rainfed,92,Kharif,1149,39,6.1,Maize
Loamy,4.78,285,Drip,176,Rabi,1044,40,8.4,Wheat
Sandy,9.23,747,Drip,52,Summer,582,22,7.7,Tomato
Silty,6.67,370,Rainfed,97,Summer,810,24,5.6,Onion
Clay,7.87,227,Drip,112,Summer,198,18,5.7,Tomato
Clay,4.83,1377,Rainfed,129,Summer,909,31,8.1,Rice
Silty,2.69,543,Flood,165,Kharif,1164,22,6.5,Rice
Peaty,1.71,878,Rainfed,74,Kharif,998,32,7.4,Rice
Clay,5.62,246,Flood,119,Rabi,634,39,6.8,Cotton
Loamy,5.5,1250,Rainfed,71,Kharif,1179,22,7.1,Cotton
Silty,2.04,1158,Flood,53,Kharif,545,29,8.0,Cotton
Peaty,9.15,1405,Rainfed,67,Summer,1055,27,6.0,Tomato
Loamy,5.05,982,Rainfed,62,Summer,596,37,7.0,Onion
Peaty,2.15,365,Rainfed,182,Kharif,187,37,8.0,Maize
Silty,1.55,277,Flood,39,Summer,913,23,8.3,Onion
Loamy,7.3,632,Rainfed,100,Kharif,577,32,8.1,Rice
Clay,9.4,791,Sprinkler,46,Kharif,1138,30,8.2,Maize
Silty,3.83,1060,Rainfed,173,Rabi,616,35,7.5,Tomato
Silty,7.1,545,Flood,23,Summer,1061,20,5.8,Tomato
Loamy,2.08,426,Sprinkler,24,Rabi,593,30,6.6,Wheat
Clay,3.4,1048,Rainfed,50,Rabi,235,37,5.9,Rice
Silty,2.86,585,Rainfed,140,Summer,283,38,8.1,Onion
Peaty,9.81,279,Rainfed,62,Summer,812,18,6.6,Tomato
Sandy,0.57,785,Flood,169,Rabi,516,19,8.5,Sugarcane
Peaty,6.16,1221,Rainfed,66,Summer,841,22,5.6,Onion
Clay,7.94,1223,Sprinkler,188,Summer,333,20,6.0,Rice
Clay,6.89,1372,Drip,123,Summer,1015,35,5.8,Rice
Peaty,7.08,821,Drip,58,Summer,541,18,5.6,Onion
Clay,6.07,412,Rainfed,99,Rabi,527,33,6.5,Sugarcane
Clay,8.66,814,Sprinkler,95,Rabi,701,24,8.0,Pulses
Clay,7.9,715,Drip,175,Kharif,882,34,6.7,Maize
Sandy,5.43,814,Flood,135,Kharif,1062,29,8.2,Maize
Peaty,6.42,1337,Flood,32,Summer,561,31,6.7,Onion
Loamy,6.03,536,Drip,114,Rabi,651,29,5.7,Wheat
Peaty,2.38,992,Drip,74,Summer,637,18,5.7,Tomato
Clay,3.87,310,Rainfed,68,Summer,1009,37,7.4,Tomato
Clay,3.46,1296,Drip,83,Summer,1025,38,8.2,Rice
Clay,2.45,1028,Rainfed,65,Summer,445,35,7.6,Rice
Sandy,5.57,1050,Drip,146,Summer,998,32,7.6,Onion
Sandy,3.11,925,Drip,188,Kharif,664,32,7.5,Rice
Clay,1.32,582,Rainfed,162,Summer,704,29,7.0,Onion
Loamy,6.35,532,Rainfed,168,Summer,1125,32,6.7,Tomato
Silty,6.66,860,Drip,82,Kharif,489,26,7.3,Cotton
Sandy,7.64,1151,Flood,166,Summer,198,34,6.4,Onion
Silty,5.39,251,Drip,58,Summer,182,30,5.5,Tomato
Clay,8.97,1052,Flood,33,Kharif,398,20,7.4,Rice
Peaty,4.82,610,Drip,149,Kharif,470,20,8.2,Maize
Sandy,8.06,451,Drip,87,Kharif,104,39,7.8,Pulses
Clay,9.01,525,Flood,94,Rabi,292,24,6.4,Pulses
Silty,9.76,345,Drip,194,Kharif,273,19,7.9,Maize
Loamy,3.23,1398,Flood,193,Rabi,673,32,5.9,Wheat
Sandy,4.94,1424,Rainfed,54,Kharif,552,36,8.1,Cotton
Loamy,9.92,1491,Rainfed,118,Summer,1075,27,7.3,Onion
Clay,9.03,837,Flood,167,Summer,438,30,8.2,Onion
Peaty,3.88,731,Drip,146,Rabi,378,32,7.3,Sugarcane
Peaty,5.86,623,Drip,157,Rabi,580,26,6.5,Sugarcane
Loamy,8.59,323,Flood,171,Summer,781,37,8.0,Onion
Sandy,0.51,269,Rainfed,140,Summer,681,35,8.0,Pulses
Peaty,9.65,496,Flood,191,Kharif,340,32,6.6,Maize
Loamy,5.56,669,Sprinkler,112,Rabi,1124,33,6.3,Wheat
Sandy,5.93,1039,Drip,190,Rabi,1179,36,5.6,Rice
Peaty,5.64,823,Flood,193,Summer,804,19,6.3,Onion
Loamy,1.79,1368,Sprinkler,90,Kharif,1081,39,7.9,Maize
Peaty,2.52,436,Rainfed,165,Rabi,572,32,6.8,Wheat
Loamy,9.16,302,Drip,40,Kharif,567,37,8.2,Rice
Sandy,8.62,759,Drip,73,Kharif,1049,22,7.7,Cotton
Silty,5.06,1431,Drip,173,Rabi,479,28,7.4,Rice
Loamy,6.41,230,Sprinkler,20,Rabi,613,21,8.4,Wheat
Clay,6.66,246,Flood,131,Summer,1057,36,6.8,Tomato
Peaty,6.02,1125,Sprinkler,81,Kharif,368,23,6.8,Maize
Peaty,0.52,277,Flood,190,Summer,1150,32,6.5,Tomato
Loamy,3.91,1303,Rainfed,55,Kharif,459,20,6.9,Cotton
Silty,9.49,400,Sprinkler,90,Rabi,354,28,6.9,Maize
Clay,1.55,805,Drip,84,Summer,170,38,8.2,Onion
Peaty,5.28,532,Rainfed,123,Summer,430,23,8.1,Tomato
Clay,3.86,1013,Drip,197,Summer,188,19,5.8,Rice
Peaty,5.84,262,Flood,61,Kharif,117,39,5.5,Rice
Loamy,6.3,1017,Sprinkler,98,Summer,589,28,7.6,Onion
Silty,6.01,1117,Sprinkler,135,Summer,509,22,8.3,Tomato
Silty,1.81,702,Drip,119,Kharif,307,31,5.9,Rice
Peaty,8.76,260,Drip,182,Summer,319,34,7.7,Tomato
Clay,1.93,1190,Flood,179,Summer,842,39,8.3,Rice
Sandy,1.5,597,Rainfed,147,Rabi,951,24,7.5,Pulses
Silty,4.48,638,Drip,184,Rabi,1187,20,6.3,Rice
Silty,5.99,604,Rainfed,127,Rabi,1102,30,5.9,Pulses
Loamy,6.79,336,Drip,45,Kharif,587,28,8.4,Maize
Silty,4.53,616,Flood,132,Summer,446,37,8.3,Tomato
Loamy,3.34,344,Rainfed,61,Kharif,130,20,7.9,Rice
Sandy,2.12,1141,Sprinkler,86,Summer,559,39,5.8,Onion
Silty,8.59,1438,Drip,85,Rabi,975,33,6.9,Tomato
Loamy,4.11,802,Sprinkler,37,Rabi,394,30,6.5,Wheat
Clay,5.39,1164,Drip,150,Rabi,877,22,7.8,Rice
Clay,3.47,1240,Sprinkler,82,Summer,1128,34,8.0,Rice
Peaty,9.27,535,Flood,136,Rabi,369,22,6.3,Cotton
Peaty,3.69,990,Flood,28,Kharif,925,26,8.4,Maize
Clay,7.96,302,Flood,88,Summer,1146,36,6.2,Onion
Loamy,7.46,592,Drip,59,Summer,382,40,7.9,Tomato
Peaty,2.42,471,Flood,97,Summer,368,25,8.1,Onion
Clay,9.31,1438,Rainfed,90,Kharif,860,30,7.4,Rice
Sandy,4.28,831,Flood,46,Kharif,1137,29,6.6,Maize
Silty,6.85,523,Drip,87,Kharif,797,39,7.0,Rice
Clay,5.3,427,Rainfed,96,Rabi,1062,31,6.7,Cotton
Loamy,4.21,512,Sprinkler,152,Kharif,581,37,5.9,Cotton
Silty,1.99,855,Rainfed,146,Rabi,1044,34,6.0,Wheat
Loamy,9.05,1003,Rainfed,177,Kharif,1076,25,6.2,Maize
Clay,7.33,1029,Drip,77,Summer,197,28,6.4,Rice
Clay,2.48,941,Flood,35,Summer,486,18,6.0,Rice
Peaty,2.37,714,Sprinkler,31,Kharif,1073,33,5.5,Rice
Clay,4.1,1236,Sprinkler,183,Rabi,301,29,8.2,Rice
Clay,2.47,978,Drip,23,Rabi,844,18,5.8,Rice
Peaty,8.63,1469,Sprinkler,44,Summer,446,33,7.5,Onion
Sandy,9.97,1492,Sprinkler,50,Kharif,144,20,7.4,Maize
Peaty,4.5,524,Rainfed,36,Summer,325,31,6.7,Onion
Clay,8.78,1187,Sprinkler,94,Rabi,1137,34,6.0,Rice
Silty,9.04,767,Drip,53,Kharif,236,25,5.7,Rice
Clay,4.8,1207,Drip,30,Kharif,642,38,5.6,Rice
Silty,3.5,511,Flood,103,Summer,189,25,7.1,Tomato
Silty,8.05,941,Sprinkler,120,Rabi,713,24,6.8,Sugarcane
Silty,5.56,408,Flood,163,Summer,436,34,8.3,Onion
Loamy,2.65,202,Rainfed,75,Rabi,744,25,8.2,Wheat
Silty,5.15,1230,Flood,123,Rabi,374,26,6.9,Wheat
Clay,3.49,1163,Sprinkler,88,Kharif,172,34,6.8,Rice
Clay,6.5,912,Drip,78,Kharif,874,33,7.5,Rice
Loamy,5.61,1404,Rainfed,21,Rabi,287,26,6.5,Wheat
Loamy,5.3,629,Sprinkler,192,Rabi,463,22,5.7,Wheat
Clay,4.07,1044,Rainfed,174,Summer,892,26,6.3,Rice
Clay,2.1,670,Flood,94,Kharif,307,23,8.2,Rice
Loamy,4.71,823,Sprinkler,81,Rabi,413,34,6.1,Wheat
Sandy,6.26,722,Rainfed,123,Kharif,851,39,8.2,Maize
Peaty,8.57,778,Sprinkler,132,Kharif,654,35,8.3,Maize
Sandy,8.7,485,Drip,133,Kharif,196,37,7.5,Pulses
Peaty,9.88,1183,Flood,45,Rabi,1011,27,7.4,Cotton
Sandy,9.44,256,Sprinkler,170,Kharif,1157,28,7.5,Pulses
Loamy,8.18,1330,Drip,104,Kharif,146,27,6.3,Maize
Peaty,4.96,369,Flood,149,Summer,812,30,6.9,Tomato
Loamy,3.08,1458,Drip,159,Summer,366,38,7.1,Onion
Clay,1.24,859,Sprinkler,193,Summer,482,24,5.8,Onion
Peaty,9.55,1062,Sprinkler,108,Kharif,383,38,7.7,Rice
Peaty,7.89,1178,Sprinkler,154,Kharif,854,27,7.6,Maize
Clay,4.41,1016,Drip,147,Summer,436,29,7.2,Rice
Loamy,2.24,614,Sprinkler,117,Summer,405,25,6.4,Tomato
Sandy,0.92,843,Flood,184,Rabi,1123,32,5.6,Cotton
Clay,3.26,1284,Drip,94,Rabi,104,27,8.2,Rice
Clay,8.38,1488,Rainfed,117,Summer,969,33,8.3,Rice
Clay,7.18,1195,Rainfed,62,Summer,727,31,5.8,Rice
Peaty,5.14,782,Flood,133,Kharif,863,37,7.1,Cotton
Silty,5.31,798,Sprinkler,54,Kharif,1000,39,7.4,Rice
Clay,9.3,438,Flood,103,Kharif,663,27,5.9,Maize
Clay,5.85,766,Drip,160,Summer,1017,36,6.8,Onion
Peaty,4.0,681,Drip,21,Rabi,1159,29,5.7,Pulses
Sandy,2.37,967,Rainfed,160,Rabi,246,38,7.0,Sugarcane
Loamy,9.57,750,Flood,90,Kharif,925,22,7.4,Maize
Sandy,3.34,975,Drip,86,Kharif,619,31,7.9,Maize
Clay,4.96,1051,Drip,111,Kharif,646,21,7.4,Rice
Silty,9.51,773,Rainfed,158,Rabi,1118,25,6.2,Cotton
Silty,2.44,1437,Sprinkler,20,Summer,527,32,7.2,Tomato
Silty,3.79,304,Sprinkler,180,Rabi,783,31,6.7,Pulses
Peaty,3.06,659,Drip,50,Rabi,595,40,7.3,Sugarcane
Sandy,1.88,1420,Flood,101,Kharif,737,27,5.8,Cotton
Sandy,0.91,263,Flood,69,Rabi,864,18,8.1,Pulses
Sandy,0.77,275,Flood,164,Kharif,1017,27,7.9,Pulses
Loamy,5.82,591,Sprinkler,122,Kharif,1011,18,6.2,Rice
Peaty,1.39,1184,Sprinkler,130,Rabi,1106,18,7.5,Rice
Clay,2.14,697,Flood,33,Summer,218,28,8.4,Tomato
Loamy,3.7,1455,Drip,167,Kharif,948,27,6.8,Maize
Sandy,0.86,1005,Flood,22,Summer,305,26,5.7,Tomato
Loamy,5.29,588,Sprinkler,186,Summer,281,30,8.0,Onion
Silty,5.5,1033,Rainfed,66,Kharif,975,25,6.1,Rice
Sandy,3.45,553,Sprinkler,129,Kharif,1116,18,5.9,Pulses
Sandy,3.15,1067,Rainfed,158,Summer,603,21,6.0,Tomato
Sandy,3.85,238,Drip,70,Summer,876,18,6.8,Pulses
Sandy,6.58,518,Rainfed,200,Rabi,790,25,8.0,Pulses
Peaty,4.05,665,Sprinkler,133,Summer,372,30,6.2,Onion
Peaty,2.16,1064,Drip,168,Summer,821,31,7.7,Onion
Loamy,8.77,1379,Drip,114,Rabi,733,24,8.2,Wheat
Sandy,4.53,482,Rainfed,176,Kharif,180,24,6.9,Pulses
Loamy,7.46,1243,Rainfed,29,Summer,128,18,6.7,Onion
Peaty,2.87,719,Rainfed,24,Summer,203,18,6.1,Onion
Loamy,4.81,583,Rainfed,149,Summer,792,27,5.8,Onion
Peaty,2.13,1047,Rainfed,143,Summer,712,30,6.8,Onion
Silty,7.95,1029,Rainfed,88,Kharif,530,32,6.2,Cotton
Clay,4.15,529,Rainfed,27,Rabi,417,35,6.3,Sugarcane
Clay,5.64,1132,Sprinkler,182,Rabi,492,23,5.7,Rice
Silty,3.99,475,Rainfed,154,Rabi,213,35,7.6,Cotton
Loamy,1.42,1144,Rainfed,39,Rabi,393,35,7.3,Wheat
Loamy,9.92,1147,Sprinkler,98,Summer,498,29,7.4,Tomato
Peaty,7.94,1410,Drip,41,Summer,758,18,5.6,Onion
Sandy,2.59,1312,Rainfed,193,Kharif,651,39,8.0,Rice
Clay,9.64,1312,Rainfed,23,Kharif,485,38,6.9,Rice
Peaty,7.26,976,Flood,34,Summer,200,23,6.8,Tomato
Peaty,5.26,303,Flood,181,Rabi,207,22,7.3,Wheat
Peaty,2.04,947,Flood,63,Rabi,713,19,8.0,Rice
Silty,6.26,537,Sprinkler,111,Summer,1050,28,6.8,Tomato
Peaty,7.44,1118,Rainfed,105,Rabi,467,27,5.6,Cotton
Loamy,8.51,633,Drip,75,Kharif,866,28,6.3,Maize
Peaty,1.58,509,Sprinkler,126,Rabi,351,36,7.1,Pulses
Silty,0.54,416,Sprinkler,61,Kharif,1110,26,6.4,Rice
Silty,7.31,730,Rainfed,91,Kharif,451,36,6.6,Rice
Clay,8.54,748,Drip,113,Summer,491,28,7.8,Onion
Clay,8.94,845,Rainfed,136,Summer,447,40,7.2,Onion
Silty,2.89,1332,Sprinkler,199,Kharif,721,26,6.4,Rice
Peaty,2.65,1149,Drip,54,Kharif,1030,36,7.6,Rice
Sandy,6.54,228,Drip,101,Kharif,1086,28,6.7,Pulses
Silty,8.84,643,Rainfed,104,Summer,137,31,6.2,Tomato
Silty,8.33,630,Rainfed,183,Summer,180,19,7.6,Onion
Sandy,0.9,1302,Sprinkler,115,Summer,1077,31,5.9,Tomato
Loamy,4.99,910,Sprinkler,91,Kharif,368,30,8.1,Maize
Sandy,1.16,592,Sprinkler,117,Rabi,884,33,7.5,Pulses
Sandy,2.51,665,Drip,73,Kharif,712,36,6.3,Rice
Sandy,9.88,832,Sprinkler,28,Rabi,299,38,5.7,Onion
Loamy,6.96,556,Flood,126,Kharif,985,34,6.9,Cotton
Peaty,3.25,819,Rainfed,89,Summer,1120,30,5.6,Onion
Loamy,7.66,1214,Rainfed,71,Rabi,609,27,8.4,Wheat
Clay,5.29,756,Drip,194,Kharif,694,19,7.2,Maize
Peaty,7.14,894,Rainfed,190,Summer,130,21,7.7,Onion
Clay,5.61,713,Drip,164,Rabi,868,33,5.5,Onion
Sandy,8.1,849,Flood,108,Kharif,278,37,7.2,Maize
Peaty,3.2,576,Drip,116,Rabi,573,35,6.5,Rice
Sandy,8.42,955,Rainfed,135,Rabi,278,19,5.6,Rice
Clay,4.04,1064,Rainfed,84,Summer,588,27,6.1,Rice
Clay,9.76,885,Sprinkler,72,Kharif,812,40,6.8,Maize
Peaty,5.06,253,Sprinkler,154,Rabi,875,22,6.0,Sugarcane
Peaty,8.1,548,Sprinkler,181,Kharif,539,21,7.8,Rice
Sandy,4.41,982,Flood,92,Rabi,1173,32,6.8,Maize
Peaty,6.28,1414,Sprinkler,65,Kharif,780,20,6.8,Rice
Peaty,7.4,1251,Rainfed,180,Rabi,1043,28,8.3,Tomato
Peaty,7.23,1129,Sprinkler,113,Rabi,708,40,6.8,Pulses
Sandy,6.88,269,Flood,113,Rabi,941,26,7.8,Pulses
Silty,5.8,1047,Sprinkler,148,Kharif,748,18,5.9,Maize
Sandy,8.25,705,Drip,156,Kharif,242,35,7.1,Maize
Sandy,8.59,1085,Flood,155,Rabi,748,27,6.8,Rice
Peaty,3.51,855,Rainfed,84,Summer,309,29,7.7,Onion
Peaty,8.85,598,Drip,129,Rabi,356,23,8.1,Maize
Clay,5.42,1249,Drip,128,Summer,560,36,6.2,Rice
Silty,5.69,968,Sprinkler,161,Rabi,676,40,6.6,Sugarcane
Silty,5.74,387,Drip,156,Rabi,445,35,6.1,Pulses
Clay,9.11,716,Flood,97,Rabi,852,24,8.2,Wheat
Loamy,7.66,1047,Rainfed,26,Summer,209,29,7.9,Onion
Clay,6.98,987,Rainfed,158,Rabi,1005,31,5.9,Rice
Sandy,9.06,1473,Drip,110,Summer,848,27,7.0,Tomato
Silty,2.1,1214,Sprinkler,154,Summer,613,36,7.6,Tomato
Peaty,2.42,340,Rainfed,117,Summer,1096,23,6.3,Onion
Sandy,6.09,546,Drip,69,Summer,181,33,6.6,Pulses
Clay,3.91,1073,Sprinkler,193,Summer,292,22,7.9,Rice
Clay,7.27,668,Flood,59,Summer,339,22,7.3,Onion
Sandy,5.58,1434,Drip,121,Summer,790,35,8.0,Onion
Peaty,4.55,1246,Flood,185,Kharif,690,30,5.7,Rice
Clay,8.43,266,Rainfed,189,Rabi,714,28,5.5,Onion
Silty,6.19,446,Flood,95,Rabi,861,38,5.8,Wheat
Loamy,8.95,415,Flood,80,Kharif,167,35,6.2,Cotton
Silty,5.38,788,Sprinkler,33,Kharif,765,36,6.8,Maize
Clay,9.04,225,Drip,178,Rabi,245,24,6.5,Pulses
Silty,4.55,273,Rainfed,36,Summer,185,22,8.0,Onion
Silty,3.78,396,Rainfed,85,Summer,1184,19,7.5,Tomato
Silty,0.84,956,Drip,65,Summer,559,18,8.4,Onion
Silty,6.15,1498,Rainfed,147,Summer,494,20,6.7,Onion
Clay,4.95,327,Drip,118,Summer,198,37,6.3,Onion
Silty,4.79,539,Sprinkler,135,Summer,306,23,8.2,Tomato
Sandy,7.29,872,Flood,86,Kharif,723,34,8.5,Maize
Loamy,1.07,572,Rainfed,167,Kharif,936,18,5.9,Cotton
Clay,5.77,1474,Rainfed,91,Summer,527,22,6.7,Rice
Sandy,1.77,895,Sprinkler,58,Summer,870,23,6.7,Tomato
Sandy,1.39,1470,Sprinkler,96,Summer,844,22,6.7,Tomato
Sandy,2.69,1345,Rainfed,191,Rabi,846,26,6.0,Sugarcane
Loamy,9.25,722,Rainfed,46,Kharif,967,28,6.5,Rice
Clay,8.51,622,Rainfed,34,Kharif,652,26,6.3,Cotton
Loamy,6.88,492,Sprinkler,179,Summer,938,21,5.6,Tomato
Clay,7.49,857,Sprinkler,106,Summer,1184,20,8.1,Tomato
Loamy,9.74,248,Drip,87,Kharif,876,34,8.1,Rice
Clay,1.25,696,Sprinkler,64,Rabi,222,21,6.1,Wheat
Sandy,7.44,1435,Rainfed,93,Rabi,336,28,7.3,Tomato
Sandy,5.32,276,Flood,20,Rabi,969,29,6.9,Pulses
Silty,6.55,525,Flood,90,Rabi,914,35,6.1,Cotton
Loamy,8.6,363,Sprinkler,56,Summer,873,24,7.0,Onion
Loamy,9.94,1140,Drip,93,Rabi,900,30,8.2,Wheat
Peaty,3.26,932,Rainfed,26,Kharif,1057,32,5.5,Cotton
Peaty,0.65,662,Flood,126,Rabi,161,36,6.7,Pulses
Sandy,4.7,798,Drip,26,Summer,557,21,6.6,Onion
Silty,0.51,341,Rainfed,197,Summer,711,30,6.0,Tomato
Clay,6.99,1298,Sprinkler,75,Summer,865,32,8.2,Rice
Peaty,0.56,1237,Rainfed,68,Rabi,186,32,5.6,Pulses
Clay,6.17,1424,Rainfed,88,Kharif,780,35,8.0,Rice
Silty,6.27,526,Flood,33,Summer,591,35,5.9,Tomato
Sandy,2.44,414,Rainfed,184,Kharif,380,32,7.8,Pulses
Peaty,9.64,1018,Drip,59,Rabi,114,33,6.9,Onion
Silty,9.63,502,Sprinkler,56,Rabi,555,19,8.0,Wheat
Clay,8.01,627,Sprinkler,75,Summer,1151,32,7.6,Onion
Clay,2.39,1157,Rainfed,171,Rabi,326,36,8.5,Rice
Peaty,9.36,1483,Drip,42,Summer,1108,23,6.1,Onion
Clay,1.65,975,Flood,24,Kharif,717,22,8.1,Rice
Peaty,9.05,1025,Drip,158,Summer,494,33,6.6,Tomato
Silty,9.88,1225,Rainfed,137,Summer,926,26,8.0,Onion
Clay,4.03,400,Rainfed,145,Summer,241,39,8.4,Onion
Sandy,9.78,992,Sprinkler,72,Summer,292,20,6.3,Onion
Loamy,9.99,261,Sprinkler,130,Summer,904,31,5.8,Onion
Loamy,3.05,1149,Sprinkler,164,Kharif,637,35,8.3,Maize
Clay,3.1,1493,Rainfed,167,Rabi,325,39,7.4,Rice
Peaty,6.81,587,Flood,26,Summer,899,35,7.8,Tomato
Sandy,6.48,828,Rainfed,147,Rabi,523,22,6.0,Cotton
Silty,2.08,974,Sprinkler,119,Kharif,892,29,6.5,Cotton
Silty,7.94,1361,Sprinkler,135,Rabi,712,20,7.7,Wheat
Silty,8.05,1376,Flood,59,Rabi,196,18,8.1,Pulses
Sandy,8.3,1413,Rainfed,165,Kharif,816,35,7.4,Maize
Sandy,9.08,1208,Rainfed,189,Rabi,386,39,7.6,Wheat
Loamy,8.65,1375,Flood,196,Kharif,671,37,7.4,Maize
Loamy,5.43,1169,Drip,134,Summer,161,32,5.9,Tomato
Sandy,0.74,436,Rainfed,127,Rabi,1084,39,7.6,Pulses
Loamy,2.02,481,Sprinkler,63,Rabi,307,22,5.9,Wheat
Sandy,3.17,857,Flood,195,Summer,489,36,7.9,Onion
Sandy,9.37,363,Flood,24,Kharif,627,38,7.3,Pulses
Silty,6.95,322,Flood,56,Kharif,448,34,7.8,Maize
Loamy,1.31,903,Drip,38,Rabi,1052,37,8.0,Wheat
Sandy,1.27,1061,Rainfed,79,Kharif,833,33,7.7,Maize
Sandy,9.34,327,Drip,97,Rabi,421,26,7.1,Pulses
Silty,4.11,1017,Flood,27,Rabi,1071,34,8.5,Sugarcane
Loamy,3.27,1361,Rainfed,61,Rabi,377,35,6.3,Wheat
Clay,2.66,569,Drip,94,Kharif,1141,38,7.2,Maize
Sandy,1.33,647,Sprinkler,97,Kharif,717,34,6.4,Rice
Peaty,8.1,655,Drip,191,Summer,105,25,5.5,Tomato
Peaty,5.9,1362,Flood,146,Rabi,420,34,6.2,Tomato
Sandy,6.94,1161,Drip,53,Summer,668,40,6.5,Onion
Peaty,4.3,407,Flood,59,Rabi,1139,31,6.2,Cotton
Silty,2.9,341,Sprinkler,155,Kharif,801,21,5.8,Maize
Clay,6.23,1335,Sprinkler,187,Summer,817,21,8.4,Rice
Loamy,7.46,1131,Sprinkler,21,Summer,936,31,6.3,Onion
Clay,0.79,564,Rainfed,133,Kharif,536,30,6.3,Rice
Peaty,6.53,924,Drip,65,Rabi,639,20,8.2,Rice
